name,pokemonid,formid,formname,gen,release,type1,type2,species,height,weight,gender,catch_rate,base_exp,egg_cycles,friendship,growth_rate,hp,attack,defense,spatk,spdef,speed,ev_hp,ev_attack,ev_defense,ev_spatk,ev_spdef,ev_speed,group
arctovish,arctovish,,,8,sword-shield,water,ice,Fossil,2.0,175.0,genderless,45.0,177.0,35.0,50.0,slow,90,90,100,80,90,55,,,2.0,,,,sredniaki
duraludon,duraludon,,,8,sword-shield,steel,dragon,Alloy,1.8,40.0,4:4,45.0,187.0,30.0,50.0,medium fast,70,95,115,120,50,85,,,,2.0,,,grubole
dreepy,dreepy,,,8,sword-shield,dragon,ghost,Lingering,0.5,2.0,4:4,45.0,54.0,40.0,50.0,slow,28,60,30,40,30,82,,,,,,1.0,elita
drakloak,drakloak,,,8,sword-shield,dragon,ghost,Caretaker,1.4,11.0,4:4,45.0,144.0,40.0,50.0,slow,68,80,50,60,50,102,,,,,,2.0,elita
dragapult,dragapult,,,8,sword-shield,dragon,ghost,Stealth,3.0,50.0,4:4,45.0,300.0,40.0,50.0,slow,88,120,75,100,75,142,,,,,,3.0,elita
zacian-hero,zacian,hero,Hero of Many Battles,8,sword-shield,fairy,,Warrior,2.8,110.0,genderless,10.0,330.0,120.0,0.0,slow,92,120,115,80,115,138,,,,,,3.0,specjalni
zacian-crowned,zacian,crowned,Crowned Sword,8,sword-shield,fairy,steel,Warrior,2.8,355.0,genderless,10.0,350.0,120.0,0.0,slow,92,150,115,80,115,148,,,,,,3.0,specjalni
zamazenta-hero,zamazenta,hero,Hero of Many Battles,8,sword-shield,fighting,,Warrior,2.9,210.0,genderless,10.0,330.0,120.0,0.0,slow,92,120,115,80,115,138,,,,,,3.0,agresorzy
zamazenta-crowned,zamazenta,crowned,Crowned Shield,8,sword-shield,fighting,steel,Warrior,2.9,785.0,genderless,10.0,350.0,120.0,0.0,slow,92,120,140,80,140,128,,,,,,3.0,agresorzy
eternatus,eternatus,,,8,sword-shield,poison,dragon,Gigantic,20.0,950.0,genderless,255.0,345.0,120.0,0.0,slow,140,85,95,145,95,130,3.0,,,,,,sredniaki
eternatus-eternamax,eternatus,eternamax,Eternamax,8,sword-shield,poison,dragon,Gigantic,100.0,,,,563.0,120.0,0.0,slow,255,115,250,125,250,130,3.0,,,,,,sredniaki
kubfu,kubfu,,,8,sword-shield,fighting,,Wushu,0.6,12.0,1:7,3.0,77.0,120.0,50.0,slow,60,90,60,53,50,72,,1.0,,,,,agresorzy
urshifu-single-strike,urshifu,single-strike,Single Strike Style,8,sword-shield,fighting,dark,Wushu,1.9,105.0,1:7,3.0,275.0,120.0,50.0,slow,100,130,100,63,60,97,,3.0,,,,,agresorzy
urshifu-rapid-strike,urshifu,rapid-strike,Rapid Strike Style,8,sword-shield,fighting,water,Wushu,1.9,105.0,1:7,3.0,275.0,120.0,50.0,slow,100,130,100,63,60,97,,3.0,,,,,agresorzy
zarude,zarude,,,8,sword-shield,dark,grass,Rogue Monkey,1.8,70.0,genderless,3.0,300.0,120.0,0.0,slow,105,120,105,70,95,105,,3.0,,,,,agresorzy
regieleki,regieleki,,,8,sword-shield,electric,,Electron,1.2,145.0,genderless,3.0,290.0,120.0,35.0,slow,80,100,50,100,50,200,,,,,,3.0,specjalni
regidrago,regidrago,,,8,sword-shield,dragon,,Dragon Orb,2.1,200.0,genderless,3.0,290.0,120.0,35.0,slow,200,100,50,100,50,80,3.0,,,,,,elita
glastrier,glastrier,,,8,sword-shield,ice,,Wild Horse,2.2,800.0,genderless,3.0,290.0,120.0,35.0,slow,100,145,130,65,110,30,,3.0,,,,,sredniaki
spectrier,spectrier,,,8,sword-shield,ghost,,Swift Horse,2.0,44.5,genderless,3.0,290.0,120.0,35.0,slow,100,65,60,145,80,130,,,,3.0,,,specjalni
calyrex,calyrex,,,8,sword-shield,psychic,grass,King,1.1,7.7,genderless,3.0,250.0,120.0,100.0,slow,100,80,80,80,80,80,3.0,,,,,,specjalni
calyrex-ice-rider,calyrex,ice-rider,Ice Rider,8,sword-shield,psychic,ice,High King,2.4,809.1,genderless,3.0,340.0,120.0,100.0,slow,100,165,150,85,130,50,,3.0,,,,,specjalni
calyrex-shadow-rider,calyrex,shadow-rider,Shadow Rider,8,sword-shield,psychic,ghost,High King,2.4,53.6,genderless,3.0,340.0,120.0,100.0,slow,100,85,80,165,100,150,,,,3.0,,,specjalni
wyrdeer,wyrdeer,,,8,legends-arceus,normal,psychic,Big Horn,1.8,95.1,4:4,45.0,263.0,20.0,50.0,slow,103,105,72,105,75,65,,1.0,,1.0,,,sredniaki
kleavor,kleavor,,,8,legends-arceus,bug,rock,Axe,1.8,89.0,4:4,15.0,175.0,20.0,50.0,medium fast,70,135,95,45,70,85,,3.0,,,,,sredniaki
ursaluna,ursaluna,,,8,legends-arceus,ground,normal,Peat,2.4,290.0,4:4,20.0,275.0,20.0,50.0,medium fast,130,140,105,45,80,50,,3.0,,,,,grubole
ursaluna-bloodmoon,ursaluna,bloodmoon,Bloodmoon,9,scarlet-violet,ground,normal,Peat,2.7,333.0,0,5.0,,,,medium fast,113,70,120,135,65,52,,,,3.0,,,grubole
basculegion-male,basculegion,male,Male,8,legends-arceus,water,ghost,Big Fish,3.0,110.0,0,45.0,265.0,20.0,50.0,medium fast,120,112,65,80,75,78,3.0,,,,,,sredniaki
basculegion-female,basculegion,female,Female,8,legends-arceus,water,ghost,Big Fish,3.0,110.0,8:0,45.0,265.0,20.0,50.0,medium fast,120,92,65,100,75,78,3.0,,,,,,sredniaki
sneasler,sneasler,,,8,legends-arceus,fighting,poison,Free Climb,1.3,43.0,4:4,20.0,102.0,20.0,50.0,medium slow,80,130,60,40,80,120,,2.0,,,,,agresorzy
overqwil,overqwil,,,8,legends-arceus,dark,poison,Pin Cluster,2.5,60.5,4:4,45.0,179.0,20.0,50.0,medium fast,85,115,95,65,65,85,,2.0,,,,,agresorzy
enamorus-incarnate,enamorus,incarnate,Incarnate Forme,8,legends-arceus,fairy,flying,Love-Hate,1.6,48.0,8:0,3.0,116.0,20.0,50.0,slow,74,115,70,135,80,106,,,,3.0,,,specjalni
enamorus-therian,enamorus,therian,Therian Forme,8,legends-arceus,fairy,flying,Love-Hate,1.6,48.0,8:0,3.0,116.0,20.0,50.0,slow,74,115,110,135,100,46,,,,3.0,,,specjalni
sprigatito,sprigatito,,,9,scarlet-violet,grass,,Grass Cat,0.4,4.1,1:7,45.0,62.0,20.0,50.0,medium slow,40,61,54,45,45,65,,,,,,1.0,sredniaki
floragato,floragato,,,9,scarlet-violet,grass,,Grass Cat,0.9,12.2,1:7,45.0,144.0,20.0,50.0,medium slow,61,80,63,60,63,83,,,,,,2.0,sredniaki
meowscarada,meowscarada,,,9,scarlet-violet,grass,dark,Magician,1.5,31.2,1:7,45.0,265.0,20.0,50.0,medium slow,76,110,70,81,70,123,,,,,,3.0,sredniaki
fuecoco,fuecoco,,,9,scarlet-violet,fire,,Fire Croc,0.4,9.8,1:7,45.0,62.0,20.0,50.0,medium slow,67,45,59,63,40,36,1.0,,,,,,specjalni
crocalor,crocalor,,,9,scarlet-violet,fire,,Fire Croc,1.0,30.7,1:7,45.0,144.0,20.0,50.0,medium slow,81,55,78,90,58,49,,,,2.0,,,specjalni
skeledirge,skeledirge,,,9,scarlet-violet,fire,ghost,Singer,1.6,326.5,1:7,45.0,265.0,20.0,50.0,medium slow,104,75,100,110,75,66,,,,3.0,,,specjalni
quaxly,quaxly,,,9,scarlet-violet,water,,Duckling,0.5,6.1,1:7,45.0,62.0,20.0,50.0,medium slow,55,65,45,50,45,50,,1.0,,,,,sredniaki
quaxwell,quaxwell,,,9,scarlet-violet,water,,Practicing,1.2,21.5,1:7,45.0,144.0,20.0,50.0,medium slow,70,85,65,65,60,65,,2.0,,,,,sredniaki
quaquaval,quaquaval,,,9,scarlet-violet,water,fighting,Dancer,1.8,61.9,1:7,45.0,265.0,20.0,50.0,medium slow,85,120,80,85,75,85,,3.0,,,,,sredniaki
lechonk,lechonk,,,9,scarlet-violet,normal,,Hog,0.5,10.2,4:4,255.0,51.0,15.0,50.0,medium fast,54,45,40,35,45,35,1.0,,,,,,sredniaki
oinkologne-male,oinkologne,male,Male,9,scarlet-violet,normal,,Hog,1.0,120.0,0,100.0,171.0,15.0,50.0,medium fast,110,100,75,59,80,65,2.0,,,,,,sredniaki
oinkologne-female,oinkologne,female,Female,9,scarlet-violet,normal,,Hog,1.0,120.0,8:0,100.0,171.0,15.0,50.0,medium fast,115,90,70,59,90,65,2.0,,,,,,sredniaki
tarountula,tarountula,,,9,scarlet-violet,bug,,String Ball,0.3,4.0,4:4,255.0,42.0,15.0,50.0,erratic,35,41,45,29,40,20,,,1.0,,,,sredniaki
spidops,spidops,,,9,scarlet-violet,bug,,Trap,1.0,16.5,4:4,120.0,141.0,15.0,50.0,erratic,60,79,92,52,86,35,,,2.0,,,,sredniaki
nymble,nymble,,,9,scarlet-violet,bug,,Grasshopper,0.2,1.0,4:4,190.0,42.0,20.0,20.0,medium fast,33,46,40,21,25,45,,1.0,,,,,sredniaki
lokix,lokix,,,9,scarlet-violet,bug,dark,Grasshopper,1.0,17.5,4:4,30.0,158.0,20.0,0.0,medium fast,71,102,78,52,55,92,,2.0,,,,,sredniaki
pawmi,pawmi,,,9,scarlet-violet,electric,,Mouse,0.3,2.5,4:4,190.0,48.0,15.0,50.0,medium fast,45,50,20,40,25,60,,,,,,1.0,specjalni
pawmo,pawmo,,,9,scarlet-violet,electric,fighting,Mouse,0.4,6.5,4:4,80.0,123.0,15.0,50.0,medium fast,60,75,40,50,40,85,,,,,,2.0,specjalni
pawmot,pawmot,,,9,scarlet-violet,electric,fighting,Hands-On,0.9,41.0,4:4,45.0,245.0,15.0,50.0,medium fast,70,115,70,70,60,105,,3.0,,,,,specjalni
tandemaus,tandemaus,,,9,scarlet-violet,normal,,Couple,0.3,1.8,genderless,150.0,61.0,10.0,50.0,fast,50,50,45,40,45,75,,,,,,1.0,sredniaki
maushold-family4,maushold,family4,Family of Four,9,scarlet-violet,normal,,Family,0.3,2.8,genderless,75.0,165.0,10.0,50.0,fast,74,75,70,65,75,111,,,,,,2.0,sredniaki
maushold-family3,maushold,family3,Family of Three,9,scarlet-violet,normal,,Family,0.3,2.3,genderless,75.0,165.0,10.0,50.0,fast,74,75,70,65,75,111,,,,,,2.0,sredniaki
fidough,fidough,,,9,scarlet-violet,fairy,,Puppy,0.3,10.9,4:4,190.0,62.0,20.0,50.0,medium slow,37,55,70,30,55,65,,,,,,1.0,specjalni
dachsbun,dachsbun,,,9,scarlet-violet,fairy,,Dog,0.5,14.9,4:4,90.0,167.0,20.0,50.0,medium slow,57,80,115,50,80,95,,,,,,2.0,specjalni
smoliv,smoliv,,,9,scarlet-violet,grass,normal,Olive,0.3,6.5,4:4,255.0,52.0,20.0,50.0,medium slow,41,35,45,58,51,30,,,,1.0,,,sredniaki
dolliv,dolliv,,,9,scarlet-violet,grass,normal,Olive,0.6,11.9,4:4,120.0,124.0,20.0,50.0,medium slow,52,53,60,78,78,33,,,,2.0,,,sredniaki
arboliva,arboliva,,,9,scarlet-violet,grass,normal,Olive,1.4,48.2,4:4,45.0,255.0,20.0,50.0,medium slow,78,69,90,125,109,39,,,,3.0,,,sredniaki
squawkabilly-green,squawkabilly,green,Green Plumage,9,scarlet-violet,normal,flying,Parrot,0.6,2.4,4:4,190.0,146.0,15.0,50.0,erratic,82,96,51,45,51,92,,1.0,,,,,sredniaki
squawkabilly-blue,squawkabilly,blue,Blue Plumage,9,scarlet-violet,normal,flying,Parrot,0.6,2.4,4:4,190.0,146.0,15.0,50.0,erratic,82,96,51,45,51,92,,1.0,,,,,sredniaki
squawkabilly-yellow,squawkabilly,yellow,Yellow Plumage,9,scarlet-violet,normal,flying,Parrot,0.6,2.4,4:4,190.0,146.0,15.0,50.0,erratic,82,96,51,45,51,92,,1.0,,,,,sredniaki
squawkabilly-white,squawkabilly,white,White Plumage,9,scarlet-violet,normal,flying,Parrot,0.6,2.4,4:4,190.0,146.0,15.0,50.0,erratic,82,96,51,45,51,92,,1.0,,,,,sredniaki
nacli,nacli,,,9,scarlet-violet,rock,,Rock Salt,0.4,16.0,4:4,255.0,56.0,20.0,50.0,medium slow,55,55,75,35,35,25,,,1.0,,,,grubole
naclstack,naclstack,,,9,scarlet-violet,rock,,Rock Salt,0.6,105.0,4:4,120.0,124.0,20.0,50.0,medium slow,60,60,100,35,65,35,,,2.0,,,,grubole
garganacl,garganacl,,,9,scarlet-violet,rock,,Rock Salt,2.3,240.0,4:4,45.0,250.0,20.0,50.0,medium slow,100,100,130,45,90,35,,,3.0,,,,grubole
charcadet,charcadet,,,9,scarlet-violet,fire,,Fire Child,0.6,10.5,4:4,90.0,51.0,35.0,50.0,slow,40,50,40,50,40,35,,,,1.0,,,specjalni
armarouge,armarouge,,,9,scarlet-violet,fire,psychic,Fire Warrior,1.5,85.0,4:4,25.0,263.0,35.0,20.0,slow,85,60,100,125,80,75,,,,2.0,,,specjalni
ceruledge,ceruledge,,,9,scarlet-violet,fire,ghost,Fire Blades,1.6,62.0,4:4,25.0,263.0,35.0,20.0,slow,75,125,80,60,100,85,,2.0,,,,,specjalni
tadbulb,tadbulb,,,9,scarlet-violet,electric,,EleTadpole,0.3,0.4,4:4,190.0,54.0,20.0,50.0,medium fast,61,31,41,59,35,45,1.0,,,,,,specjalni
bellibolt,bellibolt,,,9,scarlet-violet,electric,,EleFrog,1.2,113.0,4:4,50.0,173.0,20.0,50.0,medium fast,109,64,91,103,83,45,2.0,,,,,,specjalni
wattrel,wattrel,,,9,scarlet-violet,electric,flying,Storm Petrel,0.4,3.6,4:4,180.0,56.0,20.0,50.0,medium slow,40,40,35,55,40,70,,,,,,1.0,specjalni
kilowattrel,kilowattrel,,,9,scarlet-violet,electric,flying,Frigatebird,1.4,38.6,4:4,90.0,172.0,20.0,50.0,medium slow,70,70,60,105,60,125,,,,,,2.0,specjalni
maschiff,maschiff,,,9,scarlet-violet,dark,,Rascal,0.5,16.0,4:4,150.0,68.0,20.0,50.0,medium slow,60,78,60,40,51,51,,1.0,,,,,agresorzy
mabosstiff,mabosstiff,,,9,scarlet-violet,dark,,Boss,1.1,61.0,4:4,75.0,177.0,20.0,50.0,medium slow,80,120,90,60,70,85,,2.0,,,,,agresorzy
shroodle,shroodle,,,9,scarlet-violet,poison,normal,Toxic Mouse,0.2,0.7,4:4,190.0,58.0,20.0,50.0,medium slow,40,65,35,40,35,75,,,,,,1.0,sredniaki
grafaiai,grafaiai,,,9,scarlet-violet,poison,normal,Toxic Monkey,0.7,27.2,4:4,90.0,170.0,20.0,50.0,medium slow,63,95,65,80,72,110,,,,,,2.0,sredniaki
bramblin,bramblin,,,9,scarlet-violet,grass,ghost,Tumbleweed,0.6,0.6,4:4,190.0,55.0,20.0,50.0,medium fast,40,65,30,45,35,60,,1.0,,,,,sredniaki
brambleghast,brambleghast,,,9,scarlet-violet,grass,ghost,Tumbleweed,1.2,6.0,4:4,45.0,168.0,20.0,50.0,medium fast,55,115,70,80,70,90,,2.0,,,,,sredniaki
toedscool,toedscool,,,9,scarlet-violet,ground,grass,Woodear,0.9,33.0,4:4,190.0,67.0,20.0,50.0,medium slow,40,40,35,50,100,70,,,,,1.0,,grubole
toedscruel,toedscruel,,,9,scarlet-violet,ground,grass,Woodear,1.9,58.0,4:4,90.0,180.0,20.0,50.0,medium slow,80,70,65,80,120,100,,,,,2.0,,grubole
klawf,klawf,,,9,scarlet-violet,rock,,Ambush,1.3,79.0,4:4,120.0,158.0,35.0,50.0,medium fast,70,100,115,35,55,75,,,2.0,,,,grubole
capsakid,capsakid,,,9,scarlet-violet,grass,,Spicy Pepper,0.3,3.0,4:4,190.0,61.0,20.0,50.0,medium fast,50,62,40,62,40,50,,1.0,,,,,sredniaki
scovillain,scovillain,,,9,scarlet-violet,grass,fire,Spicy Pepper,0.9,15.0,4:4,75.0,170.0,20.0,50.0,medium fast,65,108,65,108,65,75,,2.0,,,,,sredniaki
rellor,rellor,,,9,scarlet-violet,bug,,Rolling,0.2,1.0,4:4,190.0,54.0,20.0,50.0,fast,41,50,60,31,58,30,,,1.0,,,,sredniaki
rabsca,rabsca,,,9,scarlet-violet,bug,psychic,Rolling,0.3,3.5,4:4,45.0,165.0,20.0,50.0,fast,75,50,85,115,100,45,,,,2.0,,,sredniaki
flittle,flittle,,,9,scarlet-violet,psychic,,Frill,0.2,1.5,4:4,120.0,51.0,20.0,50.0,medium slow,30,35,30,55,30,75,,,,,,1.0,specjalni
espathra,espathra,,,9,scarlet-violet,psychic,,Ostrich,1.9,90.0,4:4,60.0,168.0,20.0,50.0,medium slow,95,60,60,101,60,105,,,,,,2.0,specjalni
tinkatink,tinkatink,,,9,scarlet-violet,fairy,steel,Metalsmith,0.4,8.9,8:0,190.0,59.0,20.0,50.0,medium slow,50,45,45,35,64,58,,,,,1.0,,specjalni
tinkatuff,tinkatuff,,,9,scarlet-violet,fairy,steel,Hammer,0.7,59.1,8:0,90.0,133.0,20.0,50.0,medium slow,65,55,55,45,82,78,,,,,2.0,,specjalni
tinkaton,tinkaton,,,9,scarlet-violet,fairy,steel,Hammer,0.7,112.8,8:0,45.0,253.0,20.0,50.0,medium slow,85,75,77,70,105,94,,,,,3.0,,specjalni
wiglett,wiglett,,,9,scarlet-violet,water,,Garden Eel,1.2,1.8,4:4,255.0,49.0,20.0,50.0,medium fast,10,55,25,35,25,95,,,,,,1.0,sredniaki
wugtrio,wugtrio,,,9,scarlet-violet,water,,Garden Eel,1.2,5.4,4:4,50.0,149.0,20.0,50.0,medium fast,35,100,50,50,70,120,,,,,,2.0,sredniaki
bombirdier,bombirdier,,,9,scarlet-violet,flying,dark,Item Drop,1.5,42.9,4:4,25.0,243.0,35.0,50.0,slow,70,103,85,60,85,82,,2.0,,,,,agresorzy
finizen,finizen,,,9,scarlet-violet,water,,Dolphin,1.3,60.2,4:4,200.0,63.0,40.0,50.0,slow,70,45,40,45,40,75,,,,,,1.0,sredniaki
palafin-zero,palafin,zero,Zero Form,9,scarlet-violet,water,,Dolphin,1.3,60.2,4:4,45.0,160.0,40.0,50.0,slow,100,70,72,53,62,100,2.0,,,,,,sredniaki
palafin-hero,palafin,hero,Hero Form,9,scarlet-violet,water,,Hero,1.8,97.4,4:4,45.0,228.0,40.0,50.0,slow,100,160,97,106,87,100,2.0,,,,,,sredniaki
varoom,varoom,,,9,scarlet-violet,steel,poison,Single-Cyl,1.0,35.0,4:4,190.0,60.0,20.0,50.0,medium fast,45,70,63,30,45,47,,1.0,,,,,grubole
revavroom,revavroom,,,9,scarlet-violet,steel,poison,Multi-Cyl,1.8,120.0,4:4,75.0,175.0,20.0,50.0,medium fast,80,119,90,54,67,90,,2.0,,,,,grubole
cyclizar,cyclizar,,,9,scarlet-violet,dragon,normal,Mount,1.6,63.0,4:4,190.0,175.0,30.0,50.0,medium slow,70,95,65,85,65,121,,,,,,2.0,elita
orthworm,orthworm,,,9,scarlet-violet,steel,,Earthworm,2.5,310.0,4:4,25.0,240.0,35.0,50.0,slow,70,85,145,60,55,65,,,2.0,,,,grubole
glimmet,glimmet,,,9,scarlet-violet,rock,poison,Ore,0.7,8.0,4:4,70.0,70.0,30.0,50.0,medium slow,48,35,42,105,60,60,,,,1.0,,,grubole
glimmora,glimmora,,,9,scarlet-violet,rock,poison,Ore,1.5,45.0,4:4,25.0,184.0,30.0,50.0,medium slow,83,55,90,130,81,86,,,,2.0,,,grubole
greavard,greavard,,,9,scarlet-violet,ghost,,Ghost Dog,0.6,35.0,4:4,120.0,58.0,20.0,50.0,medium slow,50,61,60,30,55,34,,1.0,,,,,specjalni
houndstone,houndstone,,,9,scarlet-violet,ghost,,Ghost Dog,2.0,15.0,4:4,60.0,171.0,20.0,50.0,medium slow,72,101,100,50,97,68,,2.0,,,,,specjalni
flamigo,flamigo,,,9,scarlet-violet,flying,fighting,Synchronize,1.6,37.0,4:4,100.0,175.0,20.0,50.0,medium slow,82,115,74,75,64,90,,2.0,,,,,agresorzy
cetoddle,cetoddle,,,9,scarlet-violet,ice,,Terra Whale,1.2,45.0,4:4,150.0,67.0,25.0,50.0,medium slow,108,68,45,30,40,43,1.0,,,,,,sredniaki
cetitan,cetitan,,,9,scarlet-violet,ice,,Terra Whale,4.5,700.0,4:4,50.0,182.0,25.0,50.0,medium slow,170,113,65,45,55,73,2.0,,,,,,sredniaki
veluza,veluza,,,9,scarlet-violet,water,psychic,Jettison,2.5,90.0,4:4,100.0,167.0,20.0,50.0,fast,90,102,73,78,65,70,,2.0,,,,,sredniaki
dondozo,dondozo,,,9,scarlet-violet,water,,Big Catfish,12.0,220.0,4:4,25.0,265.0,40.0,50.0,slow,150,100,115,65,65,35,3.0,,,,,,sredniaki
tatsugiri-curly,tatsugiri,curly,Curly Form,9,scarlet-violet,dragon,water,Mimicry,0.3,8.0,4:4,100.0,166.0,35.0,50.0,medium slow,68,50,60,120,95,82,,,,2.0,,,elita
tatsugiri-droopy,tatsugiri,droopy,Droopy Form,9,scarlet-violet,dragon,water,Mimicry,0.3,8.0,4:4,100.0,166.0,35.0,50.0,medium slow,68,50,60,120,95,82,,,,2.0,,,elita
tatsugiri-stretchy,tatsugiri,stretchy,Stretchy Form,9,scarlet-violet,dragon,water,Mimicry,0.3,8.0,4:4,100.0,166.0,35.0,50.0,medium slow,68,50,60,120,95,82,,,,2.0,,,elita
annihilape,annihilape,,,9,scarlet-violet,fighting,ghost,Rage Monkey,1.2,56.0,4:4,45.0,268.0,20.0,50.0,medium fast,110,115,80,50,90,90,,3.0,,,,,agresorzy
clodsire,clodsire,,,9,scarlet-violet,poison,ground,Spiny Fish,1.8,223.0,4:4,90.0,151.0,20.0,50.0,medium fast,130,75,60,45,100,20,2.0,,,,,,sredniaki
farigiraf,farigiraf,,,9,scarlet-violet,normal,psychic,Long Neck,3.2,160.0,4:4,45.0,260.0,20.0,50.0,medium fast,120,90,70,110,70,60,3.0,,,,,,sredniaki
dudunsparce-two-segment,dudunsparce,two-segment,Two-Segment Form,9,scarlet-violet,normal,,Land Snake,3.6,39.2,4:4,45.0,182.0,20.0,50.0,medium fast,125,100,80,85,75,55,2.0,,,,,,sredniaki
dudunsparce-three-segment,dudunsparce,three-segment,Three-Segment Form,9,scarlet-violet,normal,,Land Snake,4.5,47.4,4:4,45.0,182.0,20.0,50.0,medium fast,125,100,80,85,75,55,2.0,,,,,,sredniaki
kingambit,kingambit,,,9,scarlet-violet,dark,steel,Big Blade,2.0,120.0,4:4,25.0,275.0,20.0,50.0,medium fast,100,135,120,60,85,50,,3.0,,,,,agresorzy
great-tusk,great-tusk,,,9,scarlet-violet,ground,fighting,Paradox,2.2,320.0,genderless,30.0,285.0,50.0,0.0,slow,115,131,131,53,53,87,,3.0,,,,,grubole
scream-tail,scream-tail,,,9,scarlet-violet,fairy,psychic,Paradox,1.2,8.0,genderless,50.0,285.0,50.0,0.0,slow,115,65,99,65,115,111,3.0,,,,,,specjalni
brute-bonnet,brute-bonnet,,,9,scarlet-violet,grass,dark,Paradox,1.2,21.0,genderless,50.0,285.0,50.0,0.0,slow,111,127,99,79,99,55,,3.0,,,,,sredniaki
flutter-mane,flutter-mane,,,9,scarlet-violet,ghost,fairy,Paradox,1.4,4.0,genderless,30.0,285.0,50.0,0.0,slow,55,55,55,135,135,135,,,,1.0,1.0,1.0,specjalni
slither-wing,slither-wing,,,9,scarlet-violet,bug,fighting,Paradox,3.2,92.0,genderless,30.0,285.0,50.0,0.0,slow,85,135,79,85,105,81,,3.0,,,,,sredniaki
sandy-shocks,sandy-shocks,,,9,scarlet-violet,electric,ground,Paradox,2.3,60.0,genderless,30.0,285.0,50.0,0.0,slow,85,81,97,121,85,101,,,,3.0,,,specjalni
iron-treads,iron-treads,,,9,scarlet-violet,ground,steel,Paradox,0.9,240.0,genderless,30.0,285.0,50.0,0.0,slow,90,112,120,72,70,106,,,3.0,,,,grubole
iron-bundle,iron-bundle,,,9,scarlet-violet,ice,water,Paradox,0.6,11.0,genderless,50.0,285.0,50.0,0.0,slow,56,80,114,124,60,136,,,,,,3.0,sredniaki
iron-hands,iron-hands,,,9,scarlet-violet,fighting,electric,Paradox,1.8,380.7,genderless,50.0,285.0,50.0,0.0,slow,154,140,108,50,68,50,,3.0,,,,,agresorzy
iron-jugulis,iron-jugulis,,,9,scarlet-violet,dark,flying,Paradox,1.3,111.0,genderless,30.0,285.0,50.0,0.0,slow,94,80,86,122,80,108,,,,3.0,,,agresorzy
iron-moth,iron-moth,,,9,scarlet-violet,fire,poison,Paradox,1.2,36.0,genderless,30.0,285.0,50.0,0.0,slow,80,70,60,140,110,110,,,,3.0,,,specjalni
iron-thorns,iron-thorns,,,9,scarlet-violet,rock,electric,Paradox,1.6,303.0,genderless,30.0,285.0,50.0,0.0,slow,100,134,110,70,84,72,,3.0,,,,,grubole
frigibax,frigibax,,,9,scarlet-violet,dragon,ice,Ice Fin,0.5,17.0,4:4,45.0,64.0,40.0,50.0,slow,65,75,45,35,45,55,,1.0,,,,,elita
arctibax,arctibax,,,9,scarlet-violet,dragon,ice,Ice Fin,0.8,30.0,4:4,25.0,148.0,40.0,50.0,slow,90,95,66,45,65,62,,2.0,,,,,elita
baxcalibur,baxcalibur,,,9,scarlet-violet,dragon,ice,Ice Dragon,2.1,210.0,4:4,10.0,300.0,40.0,50.0,slow,115,145,92,75,86,87,,3.0,,,,,elita
gimmighoul-chest,gimmighoul,chest,Chest Form,9,scarlet-violet,ghost,,Coin Chest,0.3,5.0,genderless,45.0,60.0,50.0,50.0,slow,45,30,70,75,70,10,,,,1.0,,,specjalni
gimmighoul-roaming,gimmighoul,roaming,Roaming Form,9,scarlet-violet,ghost,,Coin Hunter,0.1,0.1,genderless,45.0,60.0,50.0,50.0,slow,45,30,25,75,45,80,,,,1.0,,,specjalni
gholdengo,gholdengo,,,9,scarlet-violet,steel,ghost,Coin Entity,1.2,30.0,genderless,45.0,275.0,50.0,50.0,slow,87,60,95,133,91,84,,,,2.0,,,grubole
wo-chien,wo-chien,,,9,scarlet-violet,dark,grass,Ruinous,1.5,74.2,genderless,6.0,285.0,50.0,0.0,slow,85,85,100,95,135,70,,,,,3.0,,agresorzy
chien-pao,chien-pao,,,9,scarlet-violet,dark,ice,Ruinous,1.9,152.2,genderless,6.0,285.0,50.0,0.0,slow,80,120,80,90,65,135,,,,,,3.0,agresorzy
ting-lu,ting-lu,,,9,scarlet-violet,dark,ground,Ruinous,2.7,699.7,genderless,6.0,285.0,50.0,0.0,slow,155,110,125,55,80,45,,,3.0,,,,agresorzy
chi-yu,chi-yu,,,9,scarlet-violet,dark,fire,Ruinous,0.4,4.9,genderless,6.0,285.0,50.0,0.0,slow,55,80,80,135,120,100,,,,3.0,,,agresorzy
roaring-moon,roaring-moon,,,9,scarlet-violet,dragon,dark,Paradox,2.0,380.0,genderless,10.0,295.0,50.0,0.0,slow,105,139,71,55,101,119,,3.0,,,,,elita
iron-valiant,iron-valiant,,,9,scarlet-violet,fairy,fighting,Paradox,1.4,35.0,genderless,10.0,295.0,50.0,0.0,slow,74,130,90,120,60,116,,3.0,,,,,specjalni
koraidon,koraidon,,,9,scarlet-violet,fighting,dragon,Paradox,2.5,303.0,genderless,3.0,335.0,50.0,0.0,slow,100,135,115,85,100,135,,3.0,,,,,agresorzy
miraidon,miraidon,,,9,scarlet-violet,electric,dragon,Paradox,3.5,240.0,genderless,3.0,335.0,50.0,0.0,slow,100,85,100,135,115,135,,,,3.0,,,specjalni
walking-wake,walking-wake,,,9,scarlet-violet,water,dragon,Paradox,3.5,280.0,genderless,5.0,,,,slow,99,83,91,125,83,109,,,,3.0,,,sredniaki
